adresse_typevoie,nb_entites,surface_totale_reelle,competence,presence_cloture,type_ev,poly_area,categorie,annee_ouverture,surface_horticole,perimeter,ouvert_ferme,densite_espaces,ratio_horticole,latitude,longitude,arrondissement,zone_paris,age_espace,taille_categorie,latitude_fixed,longitude_fixed
RUE,2.0,122.0,CA,2,Décorations sur la voie publique,,Jardiniere,2023,122.0,181.36106644,2,0.01639344262295082,1.0,2.354294049141931,48.885609831098186,18.0,Nord,2,Petit,48.885609831098186,2.354294049141931
RUE,1.0,136.0,CA,2,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.3539193879286002,48.88173294132403,10.0,Est,6,Petit,48.88173294132403,2.3539193879286002
BOULEVARD,16.0,545.0,CP,0,Décorations sur la voie publique,,Jardiniere,2024,545.0,181.36106644,2,0.029357798165137616,1.0,2.355065395499515,48.837925832763126,5.0,Est,1,Petit,48.837925832763126,2.355065395499515
RUE,1.0,136.0,CA,2,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.383433822639454,48.864359399238694,11.0,Est,6,Petit,48.864359399238694,2.383433822639454
COURS DE,0.0,8476.0,CP,1,Promenades ouvertes,12533.0,Promenade,2024,4626.966550173697,1776.05630306,0,0.0,0.5458903433428147,2.4088144479712383,48.85101736016151,20.0,Nord,1,Moyen,48.85101736016151,2.4088144479712383
RUE,1.0,115.0,CA,2,Décorations sur la voie publique,,Jardiniere,2025,115.0,181.36106644,2,0.008695652173913044,1.0,2.344493167688806,48.89139873762712,18.0,Nord,0,Petit,48.89139873762712,2.344493167688806
RUE,1.0,9160.0,CP,1,Promenades ouvertes,7619.0,Promenade,2024,0.0,181.36106644,0,0.0001091703056768559,0.0,2.340858458159872,48.897202031446376,18.0,Nord,1,Moyen,48.897202031446376,2.340858458159872
RUE,1.0,136.0,CA,2,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.3277443374491624,48.89562969731572,17.0,Nord,6,Petit,48.89562969731572,2.3277443374491624
RUE,4.0,81.0,CA,2,Décorations sur la voie publique,,Jardiniere,2025,96.0,181.36106644,2,0.04938271604938271,1.0,2.3169023868876377,48.89302126091209,17.0,Nord,0,Petit,48.89302126091209,2.3169023868876377
BOULEVARD,1.0,3920.0,CA,1,Promenades ouvertes,2379.0,Plate-bande,2017,3920.0,258.74998179,1,0.00025510204081632655,1.0,2.404120121541156,48.87848039083906,19.0,Nord,8,Moyen,48.87848039083906,2.404120121541156
BOULEVARD DE,1.0,2920.0,CP,0,Périphérique,3196.0,Talus,2015,2920.0,859.86254678,2,0.00034246575342465754,1.0,2.2972587262420423,48.88910754710727,17.0,Nord,10,Moyen,48.88910754710727,2.2972587262420423
,1.0,2964.0,0,0,Périphérique,123.0,Talus,2015,2910.973190886366,437.23293683,2,0.00033738191632928474,0.982109713524415,2.414372843775497,48.84854514109914,20.0,Nord,10,Moyen,48.84854514109914,2.414372843775497
RUE,1.0,136.0,CA,2,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.3723120892356433,48.88993725732576,19.0,Nord,6,Petit,48.88993725732576,2.3723120892356433
BOULEVARD,1.0,2723.0,CP,1,Etablissements sportifs,34463.0,Espace Vert,2015,2723.0,765.58270268,0,0.0003672420124862284,1.0,2.363701114614947,48.89958501229092,18.0,Nord,10,Moyen,48.89958501229092,2.363701114614947
RUE,1.0,4.0,CA,0,Décorations sur la voie publique,4.0,Jardiniere,2019,4.0,9.49736053,2,0.25,1.0,2.3557150152382555,48.85528002524338,4.0,Centre,6,Petit,48.85528002524338,2.3557150152382555
RUE,14.0,353.0,CA,2,Décorations sur la voie publique,,Jardiniere,2024,353.0,181.36106644,2,0.039660056657223795,1.0,2.4100368736934206,48.86641501482655,20.0,Nord,1,Petit,48.86641501482655,2.4100368736934206
AVENUE DE LA,3.0,515.0,CA,0,Décorations sur la voie publique,513.0,Jardiniere,2019,515.0,218.78446151,2,0.005825242718446602,1.0,2.3033916875251768,48.89077580678683,17.0,Nord,6,Petit,48.89077580678683,2.3033916875251768
RUE,9.0,706.0,CA,0,Décorations sur la voie publique,959.0,Jardiniere,2019,706.0,754.0454749,2,0.012747875354107648,1.0,2.2895210288726853,48.88812081873259,17.0,Nord,6,Petit,48.88812081873259,2.2895210288726853
PLACE DU,3.0,12.0,CA,1,Décorations sur la voie publique,7.0,Decoration,2019,12.0,11.16911305,2,0.25,1.0,2.3410206063857792,48.859958102602384,1.0,Centre,6,Petit,48.859958102602384,2.3410206063857792
BOULEVARD,1.0,996.0,CA,0,Promenades ouvertes,1391.0,Jardinet,1986,467.0,230.45439872,2,0.001004016064257028,0.46887550200803213,2.305343607190679,48.82824623345428,14.0,Ouest,39,Petit,48.82824623345428,2.305343607190679
RUE DU,15.0,220.0,CA,0,Décorations sur la voie publique,236.0,Jardiniere,2019,220.0,293.88186442,2,0.06818181818181818,1.0,2.357906856858131,48.85704083307855,4.0,Centre,6,Petit,48.85704083307855,2.357906856858131
BOULEVARD,1.0,1482.0,CA,0,Décorations sur la voie publique,1399.0,Talus,2006,1482.0,511.98069246,2,0.0006747638326585695,1.0,2.3527847115038076,48.820936809885495,13.0,Sud,19,Moyen,48.820936809885495,2.3527847115038076
AVENUE DE,8.0,338.0,CA,0,Décorations sur la voie publique,337.0,Decoration,2019,338.0,279.95539399,2,0.023668639053254437,1.0,2.309228891024139,48.85305997364461,7.0,Est,6,Petit,48.85305997364461,2.309228891024139
RUE,1.0,1930.0,CA,1,Promenades ouvertes,1894.0,Square,1983,790.0,184.38861314,0,0.0005181347150259067,0.40932642487046633,2.4061738099397307,48.859567970399375,20.0,Nord,42,Moyen,48.859567970399375,2.4061738099397307
RUE DES,1.0,449.0,CP,1,"Ephémères, partagés, pédagogiques",614.0,Jardin partage,2014,449.0,152.12890067,0,0.0022271714922048997,1.0,2.319594240466946,48.83221118991647,14.0,Ouest,11,Petit,48.83221118991647,2.319594240466946
PLACE DE L',1.0,96.0,CA,0,Décorations sur la voie publique,96.0,Jardiniere,2019,96.0,34.79683306,2,0.010416666666666666,1.0,2.3233670368174226,48.87899820101408,8.0,Est,6,Petit,48.87899820101408,2.3233670368174226
RUE,2.0,43.0,CP,0,Murs végétalisés,4.0,Murs vegetalises,2007,45.52628324056896,37.85658403,2,0.046511627906976744,1.0,2.3862169132583535,48.851961158994975,11.0,Est,18,Petit,48.851961158994975,2.3862169132583535
RUE DU,1.0,11186.0,CP,1,Etablissements sportifs,10697.0,Espace Vert,2015,11186.0,4691.93840069,0,8.939746111210442e-05,1.0,2.2964793815135853,48.82730648680424,15.0,Ouest,10,Grand,48.82730648680424,2.2964793815135853
PLACE DE L',1.0,591.0,CA,0,Promenades ouvertes,594.0,Espace Vert,2017,250.0,99.7320808,1,0.001692047377326565,0.4230118443316413,2.3784018626727077,48.88888464747256,19.0,Nord,8,Petit,48.88888464747256,2.3784018626727077
RUE DES,2.0,33.0,CA,0,Décorations sur la voie publique,42.0,Jardiniere,2019,33.0,39.56646367,2,0.06060606060606061,1.0,2.267256336982025,48.84764429552915,16.0,Ouest,6,Petit,48.84764429552915,2.267256336982025
ROUTE D',1.0,26594.0,CP,1,Promenades ouvertes,26584.0,Pelouse,1978,14517.407790858815,985.02004847,0,3.760246672181695e-05,0.5458903433428147,2.2595809883099616,48.85568412985957,16.0,Ouest,47,Grand,48.85568412985957,2.2595809883099616
RUE,1.0,4200.0,CA,1,Promenades ouvertes,4325.0,Square,1969,2070.0,273.33426578,0,0.0002380952380952381,0.4928571428571429,2.3053981525696874,48.842060099644705,15.0,Ouest,56,Moyen,48.842060099644705,2.3053981525696874
RUE,1.0,61.0,CA,0,Décorations sur la voie publique,62.0,Decoration,2019,61.0,50.04985045,2,0.01639344262295082,1.0,2.355494845220427,48.834094202904396,13.0,Sud,6,Petit,48.834094202904396,2.355494845220427
RUE DU,1.0,5283.0,CA,1,Promenades ouvertes,5343.0,Jardin,1991,2154.0,420.55103264,0,0.0001892863903085368,0.4077228847245883,2.2882358171929975,48.88707291763836,17.0,Nord,34,Moyen,48.88707291763836,2.2882358171929975
RUE,1.0,4130.0,CA,1,Promenades ouvertes,4204.0,Square,1979,2849.0,355.47030271,0,0.00024213075060532688,0.6898305084745763,2.290618817147717,48.88244040038529,17.0,Nord,46,Moyen,48.88244040038529,2.290618817147717
RUE,1.0,90.0,CA,1,"Ephémères, partagés, pédagogiques",89.0,Jardin partage,1979,90.0,40.68326285,0,0.011111111111111112,1.0,2.3955920945570846,48.87166049075447,20.0,Nord,46,Petit,48.87166049075447,2.3955920945570846
RUE DE,1.0,3980.0,CA,1,Promenades ouvertes,4229.0,Square,1896,1676.0,335.40982634,0,0.0002512562814070352,0.421105527638191,2.3006193513336326,48.84019189579332,15.0,Ouest,129,Moyen,48.84019189579332,2.3006193513336326
RUE DU,2.0,24.0,CA,0,Décorations sur la voie publique,50.0,Decoration,2019,24.0,49.56879889,2,0.08333333333333333,1.0,2.355188423086771,48.822274601679794,13.0,Sud,6,Petit,48.822274601679794,2.355188423086771
RUE DE,1.0,122.0,CA,1,Jardinets décoratifs,293.0,Jardinet,1976,12.0,82.89790475,0,0.00819672131147541,0.09836065573770492,2.3397175778667028,48.861442376530945,1.0,Centre,49,Petit,48.861442376530945,2.3397175778667028
RUE,1.0,950.0,CP,1,Jardins privatifs,838.0,Jardin,2015,950.0,143.66823937,0,0.0010526315789473684,1.0,2.2807561756440986,48.855166133409625,16.0,Ouest,10,Petit,48.855166133409625,2.2807561756440986
RUE,1.0,6530.0,CA,1,Promenades ouvertes,7128.0,Square,1931,1455.0,457.63794229,0,0.00015313935681470137,0.2228177641653905,2.2938455137681872,48.82956675736468,15.0,Ouest,94,Moyen,48.82956675736468,2.2938455137681872
RUE DES,1.0,15047.0,CA,0,Promenades ouvertes,16189.0,Promenade,1971,12275.0,1140.75420394,1,6.645843025187745e-05,0.8157772313417957,2.400532385319623,48.881438132166195,19.0,Nord,54,Grand,48.881438132166195,2.400532385319623
,1.0,1500.0,0,0,Périphérique,2073.0,Talus,2015,1473.1645702866226,255.58566633,2,0.0006666666666666666,0.9821097135244151,2.3913369299985967,48.827042917185146,12.0,Sud,10,Moyen,48.827042917185146,2.3913369299985967
ROUTE DE LA,1.0,634.0,CP,0,Promenades ouvertes,634.0,Square,1978,346.09447767934455,99.25604643,2,0.0015772870662460567,0.5458903433428147,2.4431708282985136,48.84482573424773,12.0,Sud,47,Petit,48.84482573424773,2.4431708282985136
RUE DES,1.0,3000.0,CA,1,Promenades ouvertes,3010.0,Jardin,2000,1500.0,228.66271813,0,0.0003333333333333333,0.5,2.352269530892891,48.89404564316669,18.0,Nord,25,Moyen,48.89404564316669,2.352269530892891
PLACE DE L,1.0,3480.0,CA,1,Promenades ouvertes,2288.0,Jardin,1986,2330.0,173.72374738,0,0.00028735632183908046,0.6695402298850575,2.3181423872218847,48.83632080585386,14.0,Ouest,39,Moyen,48.83632080585386,2.3181423872218847
RUE,1.0,2293.0,CA,1,Promenades ouvertes,2257.0,Square,1990,1596.0,280.53242245,0,0.0004361098996947231,0.6960313999127781,2.289184322670282,48.886492857462066,17.0,Nord,35,Moyen,48.886492857462066,2.289184322670282
PLACE DE,1.0,66.0,CA,0,Décorations sur la voie publique,73.0,Jardiniere,2019,66.0,30.4694655,2,0.015151515151515152,1.0,2.2846959126963577,48.85858419347762,16.0,Ouest,6,Petit,48.85858419347762,2.2846959126963577
RUE,1.0,3200.0,CA,0,Promenades ouvertes,3006.0,Jardin,1989,2800.0,340.7573609,1,0.0003125,0.875,2.3707101315518124,48.899506264820374,19.0,Nord,36,Moyen,48.899506264820374,2.3707101315518124
RUE DES,1.0,140.0,CA,0,Jardinets décoratifs,110.0,Square,1991,8.0,43.54904389,2,0.007142857142857143,0.05714285714285714,2.339568013090815,48.88848281973751,18.0,Nord,34,Petit,48.88848281973751,2.339568013090815
,1.0,1500.0,0,0,Périphérique,704.0,Talus,2015,1473.1645702866226,203.2734255,2,0.0006666666666666666,0.9821097135244151,2.390834962801488,48.828147229802845,12.0,Sud,10,Moyen,48.828147229802845,2.390834962801488
,1.0,1500.0,0,0,Périphérique,2166.0,Talus,2015,1473.1645702866226,292.64203241,2,0.0006666666666666666,0.9821097135244151,2.3914362251763217,48.8275942551983,12.0,Sud,10,Moyen,48.8275942551983,2.3914362251763217
,1.0,1500.0,0,0,Périphérique,973.0,Talus,2015,1473.1645702866226,500.03664097,2,0.0006666666666666666,0.9821097135244151,2.3486646974004897,48.90124765269249,18.0,Nord,10,Moyen,48.90124765269249,2.3486646974004897
,1.0,1500.0,0,0,Périphérique,861.0,Talus,2015,1473.1645702866226,271.09467937,2,0.0006666666666666666,0.9821097135244151,2.278082030890595,48.83384697845285,15.0,Ouest,10,Moyen,48.83384697845285,2.278082030890595
PLACE DU,1.0,906.0,CA,1,Promenades ouvertes,788.0,Jardin,2005,366.0,125.27301172,0,0.0011037527593818985,0.40397350993377484,2.3662109877261264,48.82789485913524,13.0,Sud,20,Petit,48.82789485913524,2.3662109877261264
PLACE,1.0,4842.0,CA,1,Promenades ouvertes,4637.0,Square,1921,1320.0,276.14002682,0,0.00020652622883106156,0.27261462205700127,2.2957740174136734,48.85120555873599,15.0,Ouest,104,Moyen,48.85120555873599,2.2957740174136734
,1.0,1700.0,0,0,Périphérique,1677.0,Talus,2015,1700.0,463.87413814,2,0.000588235294117647,1.0,2.2788907430351775,48.87572648664567,16.0,Ouest,10,Moyen,48.87572648664567,2.2788907430351775
,1.0,1500.0,0,0,Périphérique,846.0,Talus,2015,1473.1645702866226,539.33192962,2,0.0006666666666666666,0.9821097135244151,2.259508076943582,48.83530838752832,16.0,Ouest,10,Moyen,48.83530838752832,2.259508076943582
SQUARE DE,1.0,4093.0,CA,1,Promenades ouvertes,4156.0,Square,1914,1191.0,326.90806111,0,0.0002443195699975568,0.29098460786709013,2.3465053663854976,48.89303593945463,18.0,Nord,111,Moyen,48.89303593945463,2.3465053663854976
BOULEVARD DE L,1.0,4091.0,CA,1,Promenades ouvertes,5556.0,Square,1931,2048.0,469.75014693,0,0.0002444390124663896,0.500611097531166,2.3631637124832836,48.840735793145086,13.0,Sud,94,Moyen,48.840735793145086,2.3631637124832836
RUE DU,1.0,2950.0,CA,1,Promenades ouvertes,2963.0,Jardin,1999,1857.0,227.90178712,0,0.00033898305084745765,0.6294915254237288,2.375103381105469,48.826073314622604,13.0,Sud,26,Moyen,48.826073314622604,2.375103381105469
RUE DE LA,1.0,720.0,CA,1,Promenades ouvertes,781.0,Square,2001,160.0,124.65084644,0,0.001388888888888889,0.2222222222222222,2.352148546553216,48.82786620943773,13.0,Sud,24,Petit,48.82786620943773,2.352148546553216
RUE,1.0,3650.0,CA,1,Promenades ouvertes,3597.0,Jardin,1998,2737.0,256.68026826,0,0.000273972602739726,0.7498630136986302,2.3736442618992184,48.835996162288055,13.0,Sud,27,Moyen,48.835996162288055,2.3736442618992184
RUE,1.0,665.0,CA,1,Promenades ouvertes,626.0,Square,1935,189.0,103.38081369,0,0.0015037593984962407,0.28421052631578947,2.2979771793222143,48.83990417252549,15.0,Ouest,90,Petit,48.83990417252549,2.2979771793222143
BOULEVARD,2.0,227.0,CA,0,Décorations sur la voie publique,256.0,Jardiniere,2018,227.0,181.36106644,2,0.00881057268722467,1.0,2.3353407536949073,48.89797091648679,18.0,Nord,7,Petit,48.89797091648679,2.3353407536949073
,1.0,1500.0,0,0,Périphérique,646.0,Talus,2015,1473.1645702866226,126.73201164,2,0.0006666666666666666,0.9821097135244151,2.385131307436609,48.82438053695887,13.0,Sud,10,Moyen,48.82438053695887,2.385131307436609
PLACE,1.0,1814.0,CA,0,Jardinets décoratifs,1589.0,Square,1931,1310.0,196.86906463,2,0.0005512679162072767,0.7221609702315325,2.4075088703016583,48.83520354018107,12.0,Sud,94,Moyen,48.83520354018107,2.4075088703016583
AVENUE DES,0.0,2580.0,CA,1,Promenades ouvertes,2655.0,Promenade,1989,1314.0,312.86418574,0,0.0,0.5093023255813953,2.294386149090137,48.88342955407073,17.0,Nord,36,Moyen,48.88342955407073,2.294386149090137
BOULEVARD,8.0,684.0,CA,0,Jardinets décoratifs,888.0,Jardinet,1974,684.0,418.54197972,2,0.011695906432748537,1.0,2.358060885982659,48.83159765427411,13.0,Sud,51,Petit,48.83159765427411,2.358060885982659
RUE,3.0,140.0,CA,0,Décorations sur la voie publique,136.0,Jardiniere,2019,140.0,106.90006768,2,0.02142857142857143,1.0,2.330381594372942,48.89639900977148,18.0,Nord,6,Petit,48.89639900977148,2.330381594372942
RUE,4.0,12.0,CA,0,Décorations sur la voie publique,17.0,Jardiniere,2019,12.0,42.35006874,2,0.3333333333333333,1.0,2.305261570892657,48.84548697291965,15.0,Ouest,6,Petit,48.84548697291965,2.305261570892657
RUE,3.0,45.0,CA,0,Décorations sur la voie publique,119.0,Jardiniere,2019,45.0,105.38443303,2,0.06666666666666667,1.0,2.2683922764381603,48.85421325917782,16.0,Ouest,6,Petit,48.85421325917782,2.2683922764381603
RUE,2.0,107.0,CA,0,Décorations sur la voie publique,226.0,Jardiniere,2019,107.0,93.1815404,2,0.018691588785046728,1.0,2.4118475482911044,48.84619561945246,12.0,Sud,6,Petit,48.84619561945246,2.4118475482911044
RUE DES,1.0,350.0,0,1,"Ephémères, partagés, pédagogiques",695.0,Jardin partage,2008,350.0,113.21893846,0,0.002857142857142857,1.0,2.298761189383994,48.8300559768347,15.0,Ouest,17,Petit,48.8300559768347,2.298761189383994
,1.0,1500.0,0,0,Périphérique,337.0,Talus,2015,1473.1645702866226,172.64233292,2,0.0006666666666666666,0.9821097135244151,2.4140816689551943,48.85309200330475,20.0,Nord,10,Moyen,48.85309200330475,2.4140816689551943
,1.0,1500.0,0,0,Périphérique,1631.0,Talus,2015,1473.1645702866226,251.69999786,2,0.0006666666666666666,0.9821097135244151,2.2863385001999674,48.884455435778825,17.0,Nord,10,Moyen,48.884455435778825,2.2863385001999674
BOULEVARD,8.0,43.0,CA,0,Murs végétalisés,2.0,Murs vegetalises,2017,45.52628324056896,17.39279784,2,0.18604651162790697,1.0,2.356271134995204,48.82050051627222,13.0,Sud,8,Petit,48.82050051627222,2.356271134995204
RUE,2.0,14.0,CA,0,Décorations sur la voie publique,26.0,Jardiniere,2018,14.0,32.23874802,2,0.14285714285714285,1.0,2.3494904557206464,48.839144545283396,5.0,Est,7,Petit,48.839144545283396,2.3494904557206464
RUE,2.0,120.0,CA,0,Décorations sur la voie publique,121.0,Jardiniere,2018,120.0,72.4255085,2,0.016666666666666666,1.0,2.3439775313687394,48.866961103038875,2.0,Centre,7,Petit,48.866961103038875,2.3439775313687394
AVENUE,1.0,245405.0,CP,0,Promenades ouvertes,196778.0,Jardin,1878,3841.0,5538.22484758,1,4.074896599498788e-06,0.015651677838674844,2.2985818973984062,48.855655051074386,7.0,Est,147,Grand,48.855655051074386,2.2985818973984062
RUE,1.0,3356.0,CP,1,Promenades ouvertes,3289.0,Jardin,1985,1734.0,288.22270847,0,0.0002979737783075089,0.5166865315852205,2.27156007379821,48.85158867051692,16.0,Ouest,40,Moyen,48.85158867051692,2.27156007379821
BOULEVARD D,1.0,46880.0,CA,1,Promenades ouvertes,47014.0,Square,1938,32006.0,922.25783403,0,2.1331058020477816e-05,0.682721843003413,2.398597703385713,48.88187781909119,19.0,Nord,87,Grand,48.88187781909119,2.398597703385713
RUE,1.0,5773.0,CA,1,Promenades ouvertes,5869.0,Square,1938,3301.0,376.69718595,0,0.00017322016282695306,0.571799757491772,2.3916215009500825,48.86705116248019,20.0,Nord,87,Moyen,48.86705116248019,2.3916215009500825
QUAI DE,1.0,43.0,CP,0,Murs végétalisés,52.0,Murs vegetalises,2008,45.52628324056896,151.1572693,2,0.023255813953488372,1.0,2.3650837156688667,48.877230696120655,10.0,Est,17,Petit,48.877230696120655,2.3650837156688667
RUE DE,2.0,43.0,0,0,Murs végétalisés,18.0,Murs vegetalises,2004,45.52628324056896,142.89839215,2,0.046511627906976744,1.0,2.2755376702342907,48.843268037006005,15.0,Ouest,21,Petit,48.843268037006005,2.2755376702342907
RUE,1.0,1798.0,CA,1,Promenades ouvertes,1721.0,Jardin,1985,794.0,205.77881916,0,0.0005561735261401557,0.44160177975528364,2.3369807507922027,48.88642544298279,18.0,Nord,40,Moyen,48.88642544298279,2.3369807507922027
PLACE DES,1.0,3950.0,CA,1,Promenades ouvertes,3753.0,Square,1863,3750.0,248.23174518,0,0.00025316455696202533,0.9493670886075949,2.393269724638971,48.876988031913754,19.0,Nord,162,Moyen,48.876988031913754,2.393269724638971
BOULEVARD DE L',14.0,428.0,CA,0,Décorations sur la voie publique,469.0,Decoration,2019,428.0,433.51826056,2,0.03271028037383177,1.0,2.36273013345116,48.841413108882975,5.0,Est,6,Petit,48.841413108882975,2.36273013345116
AVENUE DU,5.0,812.0,CP,1,Jardins privatifs,1404.0,Jardin,2015,812.0,483.83543678,0,0.006157635467980296,1.0,2.2971453429371027,48.86454896035015,16.0,Ouest,10,Petit,48.86454896035015,2.2971453429371027
PLACE,1.0,205.0,CA,0,Décorations sur la voie publique,182.0,Jardinet,2019,205.0,56.66786381,2,0.004878048780487805,1.0,2.393060129445815,48.88202473489066,19.0,Nord,6,Petit,48.88202473489066,2.393060129445815
AVENUE DE,1.0,34506.0,CP,0,Promenades ouvertes,34503.0,Pelouse,1978,18836.492187387164,1097.67413694,2,2.89804671651307e-05,0.5458903433428147,2.2544075309542237,48.856397159183935,16.0,Ouest,47,Grand,48.856397159183935,2.2544075309542237
AVENUE,1.0,815.0,CA,0,Promenades ouvertes,1266.0,Jardin,1990,755.0,524.79355631,1,0.001226993865030675,0.9263803680981595,2.314825590740608,48.82423426431816,14.0,Ouest,35,Petit,48.82423426431816,2.314825590740608
RUE,1.0,45.0,0,0,Murs végétalisés,,Murs vegetalises,2016,45.0,181.36106644,2,0.022222222222222223,1.0,2.3302273563541327,48.89968010490371,18.0,Nord,9,Petit,48.89968010490371,2.3302273563541327
