adresse_typevoie,nb_entites,surface_totale_reelle,competence,presence_cloture,type_ev,poly_area,categorie,annee_ouverture,surface_horticole,perimeter,ouvert_ferme,densite_espaces,ratio_horticole,latitude,longitude,arrondissement,zone_paris,age_espace,taille_categorie,latitude_fixed,longitude_fixed
,1.0,1500.0,0,0,Périphérique,2816.0,Talus,2015,1473.1645702866226,715.39857581,2,0.0006666666666666666,0.9821097135244151,2.4137048172428828,48.8567615718952,20.0,Nord,10,Moyen,48.8567615718952,2.4137048172428828
,1.0,1500.0,0,0,Périphérique,514.0,Talus,2015,1473.1645702866226,300.34751547,2,0.0006666666666666666,0.9821097135244151,2.3616136642089645,48.90156347635751,18.0,Nord,10,Moyen,48.90156347635751,2.3616136642089645
RUE DE,2.0,43.0,CA,0,Murs végétalisés,0.0,Murs vegetalises,2017,45.52628324056896,4.97368549,2,0.046511627906976744,1.0,2.34498485892304,48.87850532639326,9.0,Est,8,Petit,48.87850532639326,2.34498485892304
,1.0,210.0,0,0,Périphérique,,Talus,2015,210.0,181.36106644,2,0.004761904761904762,1.0,2.298823659951794,48.825793247381874,15.0,Ouest,10,Petit,48.825793247381874,2.298823659951794
RUE DE LA,1.0,3705.0,CA,1,Promenades ouvertes,3443.0,Square,1942,587.0,297.27909767,0,0.0002699055330634278,0.1584345479082321,2.3479211299664016,48.822869976355534,13.0,Sud,83,Moyen,48.822869976355534,2.3479211299664016
RUE DES,1.0,7830.0,CA,1,Promenades ouvertes,5967.0,Square,1973,3160.0,367.25131016,0,0.0001277139208173691,0.40357598978288634,2.35338898396052,48.88615781966764,18.0,Nord,52,Moyen,48.88615781966764,2.35338898396052
PLACE,3.0,1213.0,CA,0,Jardinets décoratifs,1109.0,Pelouse,1912,1213.0,227.38125733,2,0.00247320692497939,1.0,2.312282182818337,48.85350737536351,7.0,Est,113,Moyen,48.85350737536351,2.312282182818337
RUE DE,1.0,40.0,CA,0,Décorations sur la voie publique,33.0,Jardiniere,2019,40.0,27.96104563,2,0.025,1.0,2.349431260292885,48.83775407979918,5.0,Est,6,Petit,48.83775407979918,2.349431260292885
RUE,1.0,2484.0,CA,1,Promenades ouvertes,2452.0,Square,1951,411.0,336.63758559,0,0.00040257648953301127,0.16545893719806765,2.3371613982894894,48.88820135207873,18.0,Nord,74,Moyen,48.88820135207873,2.3371613982894894
RUE,1.0,43.0,CP,0,Murs végétalisés,212.0,Murs vegetalises,2005,45.52628324056896,813.76790542,2,0.023255813953488372,1.0,2.328303444511111,48.88852663730714,18.0,Nord,20,Petit,48.88852663730714,2.328303444511111
ESPLANADE,1.0,10256.0,CP,1,Promenades ouvertes,10254.0,Square,1978,5598.651361323908,407.7942725,0,9.750390015600624e-05,0.5458903433428147,2.4332881182518586,48.8396799740365,12.0,Sud,47,Grand,48.8396799740365,2.4332881182518586
RUE DU,1.0,14510.0,CA,0,Promenades ouvertes,8331.0,Jardin,1975,6857.0,915.74567294,1,6.891798759476223e-05,0.4725706409372846,2.373410580983131,48.889597655428396,19.0,Nord,50,Grand,48.889597655428396,2.373410580983131
RUE,1.0,10800.0,CA,0,Promenades ouvertes,13327.0,Jardin,2019,6626.0,1295.68472508,1,9.259259259259259e-05,0.6135185185185185,2.377205543406565,48.89766842348353,19.0,Nord,6,Grand,48.89766842348353,2.377205543406565
RUE,1.0,250.0,0,0,Murs végétalisés,,Murs vegetalises,2020,250.0,181.36106644,2,0.004,1.0,2.3313032881986264,48.89970990257597,18.0,Nord,5,Petit,48.89970990257597,2.3313032881986264
QUAI DE LA,1.0,43.0,CP,0,Murs végétalisés,1.0,Murs vegetalises,2011,45.52628324056896,13.38546249,2,0.023255813953488372,1.0,2.377426673945265,48.88820608125027,19.0,Nord,14,Petit,48.88820608125027,2.377426673945265
,1.0,1500.0,0,0,Périphérique,2945.0,Talus,2015,1473.1645702866226,244.98847513,2,0.0006666666666666666,0.9821097135244151,2.401513731631381,48.88155992217082,19.0,Nord,10,Moyen,48.88155992217082,2.401513731631381
,1.0,1500.0,0,0,Périphérique,961.0,Talus,2015,1473.1645702866226,335.08323293,2,0.0006666666666666666,0.9821097135244151,2.4072968699532433,48.87991209791017,19.0,Nord,10,Moyen,48.87991209791017,2.4072968699532433
,1.0,1500.0,0,0,Périphérique,1819.0,Talus,2015,1473.1645702866226,352.03071053,2,0.0006666666666666666,0.9821097135244151,2.2824534661238154,48.880599904881976,17.0,Nord,10,Moyen,48.880599904881976,2.2824534661238154
,1.0,1500.0,0,0,Périphérique,2320.0,Talus,2015,1473.1645702866226,700.85230797,2,0.0006666666666666666,0.9821097135244151,2.2703750093578625,48.83630095367811,15.0,Ouest,10,Moyen,48.83630095367811,2.2703750093578625
,1.0,1500.0,0,0,Périphérique,1071.0,Talus,2015,1473.1645702866226,241.5977931,2,0.0006666666666666666,0.9821097135244151,2.2622518634743254,48.859468133967766,16.0,Ouest,10,Moyen,48.859468133967766,2.2622518634743254
,1.0,3252.0,0,0,Périphérique,641.0,Talus,2015,3035.0,241.46812425,2,0.0003075030750307503,0.9332718327183271,2.2787192289430145,48.87622761537458,16.0,Ouest,10,Moyen,48.87622761537458,2.2787192289430145
RUE,6.0,43.0,CA,0,Murs végétalisés,1.0,Murs vegetalises,2016,45.52628324056896,11.94955266,2,0.13953488372093023,1.0,2.270390301413491,48.85008825069974,16.0,Ouest,9,Petit,48.85008825069974,2.270390301413491
AVENUE,0.0,43.0,CA,0,Murs végétalisés,3.0,Murs vegetalises,2015,45.52628324056896,181.36106644,2,0.0,1.0,2.395515155826365,48.88426207901985,19.0,Nord,10,Petit,48.88426207901985,2.395515155826365
RUE,12.0,432.0,CA,0,Décorations sur la voie publique,417.0,Jardiniere,2016,432.0,181.36106644,2,0.027777777777777776,1.0,2.286603454040469,48.84523037096418,15.0,Ouest,9,Petit,48.84523037096418,2.286603454040469
RUE DE,1.0,43.0,CA,0,Murs végétalisés,4.0,Murs vegetalises,2006,45.52628324056896,181.36106644,2,0.023255813953488372,1.0,2.3120206579695104,48.845255967222705,15.0,Ouest,19,Petit,48.845255967222705,2.3120206579695104
RUE DE,1.0,82.0,0,1,"Ephémères, partagés, pédagogiques",76.0,Jardin partage,2012,82.0,181.36106644,0,0.012195121951219513,1.0,2.3853178559179935,48.84343446032687,12.0,Sud,13,Petit,48.84343446032687,2.3853178559179935
RUE DE,1.0,350.0,CA,1,Promenades ouvertes,302.0,Jardin,2019,350.0,181.36106644,0,0.002857142857142857,1.0,2.3622753069569526,48.85945234506008,3.0,Centre,6,Petit,48.85945234506008,2.3622753069569526
RUE,9.0,1703.0,CA,0,Décorations sur la voie publique,1499.0,Jardiniere,2019,1703.0,181.36106644,2,0.005284791544333529,1.0,2.4111149523965936,48.87543514530833,20.0,Nord,6,Moyen,48.87543514530833,2.4111149523965936
RUE,11.0,165.0,CA,0,Murs végétalisés,10.0,Murs vegetalises,2018,165.0,181.36106644,2,0.06666666666666667,1.0,2.342601765059384,48.843472913377944,5.0,Est,7,Petit,48.843472913377944,2.342601765059384
BOULEVARD DE,1.0,100.0,CA,0,Décorations sur la voie publique,92.0,Jardiniere,2018,100.0,181.36106644,2,0.01,1.0,2.3891666515387007,48.83850119357188,12.0,Sud,7,Petit,48.83850119357188,2.3891666515387007
IMPASSE DE LA,1.0,446.0,CA,0,Promenades ouvertes,455.0,Jardin,2019,240.0,181.36106644,1,0.002242152466367713,0.5381165919282511,2.359346410764193,48.89258711153687,18.0,Nord,6,Petit,48.89258711153687,2.359346410764193
RUE DE,1.0,16.0,CA,0,Décorations sur la voie publique,16.0,Jardiniere,2019,16.0,181.36106644,2,0.0625,1.0,2.34653143107722,48.86321609683015,1.0,Centre,6,Petit,48.86321609683015,2.34653143107722
PLACE,4.0,200.0,CA,0,Décorations sur la voie publique,232.0,Jardiniere,2019,200.0,181.36106644,2,0.02,1.0,2.384024522754465,48.8503571092683,11.0,Est,6,Petit,48.8503571092683,2.384024522754465
RUE DE LA,1.0,16.0,0,0,Murs végétalisés,,Murs vegetalises,2016,16.0,181.36106644,2,0.0625,1.0,2.2757961009414704,48.84199790743018,15.0,Ouest,9,Petit,48.84199790743018,2.2757961009414704
RUE,1.0,195.0,0,0,Murs végétalisés,,Murs vegetalises,2011,195.0,181.36106644,2,0.005128205128205128,1.0,2.395085423218007,48.88229892730414,19.0,Nord,14,Petit,48.88229892730414,2.395085423218007
RUE,32.0,1600.0,CA,0,Décorations sur la voie publique,1637.0,Jardiniere,2021,1600.0,181.36106644,2,0.02,1.0,2.3584297873879083,48.81746122154271,13.0,Sud,4,Moyen,48.81746122154271,2.3584297873879083
RUE,4.0,150.0,CA,0,Décorations sur la voie publique,150.0,Jardiniere,2022,150.0,181.36106644,2,0.02666666666666667,1.0,2.3131538741198754,48.848977033026635,7.0,Est,3,Petit,48.848977033026635,2.3131538741198754
RUE,1.0,136.0,CP,0,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.3680509202426405,48.86084409526973,11.0,Est,6,Petit,48.86084409526973,2.3680509202426405
RUE DU,1.0,1750.0,CA,1,Promenades ouvertes,1492.0,Square,1899,658.0,153.0217199,0,0.0005714285714285715,0.376,2.353757908862067,48.83876418659765,5.0,Est,126,Moyen,48.83876418659765,2.353757908862067
RUE DU,1.0,291.0,CA,1,Promenades ouvertes,204.0,Jardin,1974,65.0,58.08200266,0,0.003436426116838488,0.22336769759450173,2.3497537996487603,48.89406058122439,18.0,Nord,51,Petit,48.89406058122439,2.3497537996487603
RUE,1.0,29.0,0,0,Murs végétalisés,,Murs vegetalises,2018,29.0,181.36106644,2,0.034482758620689655,1.0,2.2855904483182803,48.8413642244298,15.0,Ouest,7,Petit,48.8413642244298,2.2855904483182803
RUE,1.0,100.0,0,0,Murs végétalisés,,Murs vegetalises,2015,100.0,181.36106644,2,0.01,1.0,2.2848416400964457,48.840987680703556,15.0,Ouest,10,Petit,48.840987680703556,2.2848416400964457
BOULEVARD,50.0,1600.0,CA,0,Décorations sur la voie publique,1444.0,Jardiniere,2021,1600.0,181.36106644,2,0.03125,1.0,2.3138974459985144,48.84141544261472,15.0,Ouest,4,Moyen,48.84141544261472,2.3138974459985144
PASSAGE,1.0,136.0,CA,2,Décorations sur la voie publique,,Jardiniere,2019,135.1238033303368,181.36106644,2,0.0049390243902439025,0.9935573774289471,2.3733046195430827,48.86297309839672,11.0,Est,6,Petit,48.86297309839672,2.3733046195430827
RUE,3.0,1476.0,CA,2,Murs végétalisés,,Murs vegetalises,2015,1476.0,181.36106644,2,0.0020325203252032522,1.0,2.327085220843782,48.83642898626932,14.0,Ouest,10,Moyen,48.83642898626932,2.327085220843782
RUE,1.0,136.0,0,1,"Ephémères, partagés, pédagogiques",133.0,Jardin partage,2013,136.0,54.33301343,0,0.007352941176470588,1.0,2.356601346270735,48.867169401176135,3.0,Centre,12,Petit,48.867169401176135,2.356601346270735
RUE,22.0,952.0,CA,0,Décorations sur la voie publique,1313.0,Jardiniere,2019,952.0,909.69488684,2,0.023109243697478993,1.0,2.367737476686041,48.87772039806448,10.0,Est,6,Petit,48.87772039806448,2.367737476686041
,1.0,1500.0,0,0,Périphérique,1411.0,Talus,2015,1473.1645702866226,223.04249276,2,0.0006666666666666666,0.9821097135244151,2.372470242032004,48.90040751799484,19.0,Nord,10,Moyen,48.90040751799484,2.372470242032004
PLACE,1.0,7.0,CA,1,Jardinets décoratifs,9.0,Jardinet,1974,7.0,11.90415671,0,0.14285714285714285,1.0,2.3621892464466105,48.88042258054138,10.0,Est,51,Petit,48.88042258054138,2.3621892464466105
RUE,1.0,155.0,0,0,Murs végétalisés,,Murs vegetalises,2016,155.0,181.36106644,2,0.0064516129032258064,1.0,2.406106948135563,48.85973878187334,20.0,Nord,9,Petit,48.85973878187334,2.406106948135563
PLACE,1.0,475.0,CA,1,Jardinets décoratifs,515.0,Pelouse,1862,475.0,105.63768945,0,0.002105263157894737,1.0,2.311234680521504,48.88223958961618,17.0,Nord,163,Petit,48.88223958961618,2.311234680521504
BOULEVARD,1.0,45.0,0,0,Murs végétalisés,,Murs vegetalises,2016,45.0,181.36106644,2,0.022222222222222223,1.0,2.3599909060810087,48.850209644403705,4.0,Centre,9,Petit,48.850209644403705,2.3599909060810087
PLACE DES,3.0,160.0,CA,0,Décorations sur la voie publique,165.0,Jardiniere,2017,160.0,181.36106644,2,0.01875,1.0,2.392402358339705,48.87713582112859,19.0,Nord,8,Petit,48.87713582112859,2.392402358339705
RUE,32.0,852.0,CA,0,Décorations sur la voie publique,865.0,Plate-bande,1932,852.0,811.87629763,2,0.03755868544600939,1.0,2.3038747442893106,48.86180095786342,7.0,Est,93,Petit,48.86180095786342,2.3038747442893106
QUAI DE LA,1.0,20.0,CA,0,Décorations sur la voie publique,20.0,Jardiniere,2011,20.0,18.67053428,2,0.05,1.0,2.3774403970055986,48.88821989756105,19.0,Nord,14,Petit,48.88821989756105,2.3774403970055986
RUE,1.0,43.0,CA,0,Murs végétalisés,2.0,Murs vegetalises,2013,45.52628324056896,9.43219438,2,0.023255813953488372,1.0,2.3480921424129098,48.86466598290481,2.0,Centre,12,Petit,48.86466598290481,2.3480921424129098
RUE DE LA,1.0,300.0,CP,1,"Ephémères, partagés, pédagogiques",367.0,Jardin partage,2013,300.0,116.06811488,0,0.0033333333333333335,1.0,2.2961882812977596,48.86389939172579,16.0,Ouest,12,Petit,48.86389939172579,2.2961882812977596
PLACE,1.0,420.0,CA,1,Jardinets décoratifs,461.0,Jardinet,1965,342.0,149.33905874,0,0.002380952380952381,0.8142857142857143,2.388993806026377,48.84483294429696,12.0,Sud,60,Petit,48.84483294429696,2.388993806026377
RUE,1.0,50.0,CA,0,Décorations sur la voie publique,43.0,Jardiniere,2019,50.0,32.26445882,2,0.02,1.0,2.3660277858439684,48.88052467197782,10.0,Est,6,Petit,48.88052467197782,2.3660277858439684
RUE DE,3.0,1275.0,CA,0,Décorations sur la voie publique,1313.0,Jardiniere,2016,1275.0,519.72767777,2,0.002352941176470588,1.0,2.411659459196147,48.87175724411613,20.0,Nord,9,Moyen,48.87175724411613,2.411659459196147
RUE DE LA,2.0,39.0,CA,0,Décorations sur la voie publique,57.0,Jardiniere,2019,39.0,50.28715329,2,0.05128205128205128,1.0,2.345257537019824,48.83689879751181,13.0,Sud,6,Petit,48.83689879751181,2.345257537019824
,1.0,1500.0,0,0,Périphérique,1105.0,Talus,2015,1473.1645702866226,259.6287222,2,0.0006666666666666666,0.9821097135244151,2.3591916090112988,48.89988811337674,18.0,Nord,10,Moyen,48.89988811337674,2.3591916090112988
AVENUE DE,1.0,5800.0,CA,1,Promenades ouvertes,6020.0,Jardin,1986,2110.0,693.93867434,0,0.00017241379310344826,0.36379310344827587,2.364841335719033,48.822276219640756,13.0,Sud,39,Moyen,48.822276219640756,2.364841335719033
IMPASSE DE,1.0,23.0,CA,0,Décorations sur la voie publique,17.0,Plate-bande,2019,23.0,64.5478338,2,0.043478260869565216,1.0,2.3381329297043876,48.85664639891391,6.0,Est,6,Petit,48.85664639891391,2.3381329297043876
RUE DE,1.0,5400.0,CA,1,Promenades ouvertes,3568.0,Square,1988,2099.0,416.30543119,0,0.00018518518518518518,0.3887037037037037,2.4053074313028056,48.86053761315122,20.0,Nord,37,Moyen,48.86053761315122,2.4053074313028056
RUE D',1.0,603.0,CA,1,Promenades ouvertes,785.0,Square,1934,327.0,147.67619844,0,0.001658374792703151,0.5422885572139303,2.388169226405918,48.86874003284948,20.0,Nord,91,Petit,48.86874003284948,2.388169226405918
RUE,1.0,10411.0,CA,1,Promenades ouvertes,9382.0,Square,1986,6143.0,548.25522334,0,9.605225242531937e-05,0.590048986648737,2.36252039578676,48.820128214216616,13.0,Sud,39,Grand,48.820128214216616,2.36252039578676
RUE,1.0,1270.0,CA,1,Promenades ouvertes,1314.0,Square,1968,961.0,121.21320536,0,0.0007874015748031496,0.7566929133858268,2.3841943782955877,48.89398387153153,19.0,Nord,57,Moyen,48.89398387153153,2.3841943782955877
,1.0,1500.0,0,0,Périphérique,2885.0,Talus,2015,1473.1645702866226,732.14438051,2,0.0006666666666666666,0.9821097135244151,2.3491916478691386,48.9013083311469,18.0,Nord,10,Moyen,48.9013083311469,2.3491916478691386
,1.0,580.0,0,0,Périphérique,620.0,Talus,2015,580.0,308.57836791,2,0.0017241379310344827,1.0,2.29626479890101,48.82640095972056,15.0,Ouest,10,Petit,48.82640095972056,2.29626479890101
RUE,4.0,157.0,CA,2,Décorations sur la voie publique,,Jardiniere,2024,157.0,181.36106644,2,0.025477707006369428,1.0,2.3748293339068884,48.84650382420222,12.0,Sud,1,Petit,48.84650382420222,2.3748293339068884
,1.0,1500.0,0,0,Périphérique,488.0,Talus,2015,1473.1645702866226,184.07250419,2,0.0006666666666666666,0.9821097135244151,2.2521039840390413,48.851239727694654,16.0,Ouest,10,Moyen,48.851239727694654,2.2521039840390413
,1.0,1500.0,0,0,Périphérique,832.0,Talus,2015,1473.1645702866226,342.76767155,2,0.0006666666666666666,0.9821097135244151,2.254418929696807,48.84812916097723,16.0,Ouest,10,Moyen,48.84812916097723,2.254418929696807
RUE DE,1.0,7202.0,CA,1,Promenades ouvertes,6765.0,Square,1870,4251.0,358.30239998,0,0.00013885031935573453,0.5902527075812274,2.3257624160189767,48.85136901553345,7.0,Est,155,Moyen,48.85136901553345,2.3257624160189767
RUE,1.0,881.0,CA,1,Promenades ouvertes,509.0,Square,1986,258.0,95.96170535,1,0.0011350737797956867,0.29284903518728717,2.368230399233271,48.87756621403805,10.0,Est,39,Petit,48.87756621403805,2.368230399233271
,1.0,1500.0,0,0,Périphérique,189.0,Talus,2015,1473.1645702866226,78.00793637,2,0.0006666666666666666,0.9821097135244151,2.3772247273645233,48.82110489613835,13.0,Sud,10,Moyen,48.82110489613835,2.3772247273645233
BOULEVARD,0.0,3200.0,CA,1,Promenades ouvertes,2866.0,Promenade,1994,1130.0,357.0098371,0,0.0,0.353125,2.3714618299222185,48.86343303900672,11.0,Est,31,Moyen,48.86343303900672,2.3714618299222185
RUE,1.0,3500.0,CA,0,Promenades ouvertes,4566.0,Square,1983,1855.0,464.27694636,1,0.00028571428571428574,0.53,2.3145898479782065,48.8352495129968,14.0,Ouest,42,Moyen,48.8352495129968,2.3145898479782065
RUE,1.0,1650.0,CA,0,Promenades ouvertes,1622.0,Jardin,1987,78.0,216.31916969,1,0.0006060606060606061,0.04727272727272727,2.3174231891394514,48.83605136678006,14.0,Ouest,38,Moyen,48.83605136678006,2.3174231891394514
RUE DES,1.0,43.0,CP,0,Murs végétalisés,2.0,Murs vegetalises,2005,45.52628324056896,28.36670746,2,0.023255813953488372,1.0,2.3624965228287733,48.874432235390486,10.0,Est,20,Petit,48.874432235390486,2.3624965228287733
RUE,1.0,500.0,0,1,"Ephémères, partagés, pédagogiques",601.0,Jardin partage,2006,500.0,118.93689433,0,0.002,1.0,2.3764776372677345,48.82153824317212,13.0,Sud,19,Petit,48.82153824317212,2.3764776372677345
RUE,1.0,67.0,CA,0,Décorations sur la voie publique,75.0,Jardiniere,2020,67.0,181.36106644,2,0.014925373134328358,1.0,2.386087472207405,48.84391912114445,12.0,Sud,5,Petit,48.84391912114445,2.386087472207405
AVENUE,1.0,43.0,CP,0,Murs végétalisés,20.0,Murs vegetalises,2007,45.52628324056896,18.65244642,2,0.023255813953488372,1.0,2.388633794874564,48.88779349043035,19.0,Nord,18,Petit,48.88779349043035,2.388633794874564
RUE DE,4.0,250.0,CA,0,Décorations sur la voie publique,274.0,Jardiniere,2019,250.0,146.96327884,2,0.016,1.0,2.3188376646008777,48.85787245307842,7.0,Est,6,Petit,48.85787245307842,2.3188376646008777
RUE,3.0,116.0,CA,0,Décorations sur la voie publique,176.0,Jardiniere,2006,116.0,106.49799701,2,0.02586206896551724,1.0,2.369110215275721,48.84060513074182,13.0,Sud,19,Petit,48.84060513074182,2.369110215275721
PLACE DE L',3.0,145.0,CA,0,Décorations sur la voie publique,166.0,Jardiniere,2019,145.0,143.44487443,2,0.020689655172413793,1.0,2.344817260998322,48.84525146435009,5.0,Est,6,Petit,48.84525146435009,2.344817260998322
RUE,1.0,25.0,CA,0,Décorations sur la voie publique,22.0,Jardiniere,2019,25.0,24.59638697,2,0.04,1.0,2.385691129167915,48.87759784142069,19.0,Nord,6,Petit,48.87759784142069,2.385691129167915
CITE,3.0,85.0,CA,0,Décorations sur la voie publique,90.0,Jardiniere,2015,85.0,56.03306757,2,0.03529411764705882,1.0,2.3082544678577657,48.829412988498746,14.0,Ouest,10,Petit,48.829412988498746,2.3082544678577657
RUE,2.0,920.0,CA,1,Etablissements sportifs,35.0,Espace Vert,2015,920.0,26.44345798,0,0.002173913043478261,1.0,2.293248507943089,48.83181983126036,15.0,Ouest,10,Petit,48.83181983126036,2.293248507943089
,1.0,1500.0,0,0,Périphérique,4984.0,Talus,2015,1473.1645702866226,542.04253765,2,0.0006666666666666666,0.9821097135244151,2.4105250400029905,48.87553304140374,20.0,Nord,10,Moyen,48.87553304140374,2.4105250400029905
RUE,1.0,43.0,CA,0,Murs végétalisés,1.0,Murs vegetalises,2016,45.52628324056896,8.12175189,2,0.023255813953488372,1.0,2.32661146574419,48.89880222924796,17.0,Nord,9,Petit,48.89880222924796,2.32661146574419
,1.0,1500.0,0,0,Périphérique,887.0,Talus,2015,1473.1645702866226,408.60914873,2,0.0006666666666666666,0.9821097135244151,2.4132450574999043,48.863213299634275,20.0,Nord,10,Moyen,48.863213299634275,2.4132450574999043
,1.0,1500.0,0,0,Périphérique,214.0,Talus,2015,1473.1645702866226,137.24225183,2,0.0006666666666666666,0.9821097135244151,2.414534553590534,48.848261573865834,20.0,Nord,10,Moyen,48.848261573865834,2.414534553590534
,1.0,1500.0,0,0,Périphérique,2071.0,Talus,2015,1473.1645702866226,381.10727757,2,0.0006666666666666666,0.9821097135244151,2.3627903228632943,48.90056258776672,18.0,Nord,10,Moyen,48.90056258776672,2.3627903228632943
SQUARE,1.0,5285.0,CA,1,Promenades ouvertes,5229.0,Square,1954,2600.0,364.30020895,0,0.0001892147587511826,0.49195837275307475,2.3549634858904502,48.87566006959757,10.0,Est,71,Moyen,48.87566006959757,2.3549634858904502
BOULEVARD DE LA,1.0,10400.0,CP,1,Promenades ouvertes,9029.0,Jardin,1983,7446.0,1021.84408016,0,9.615384615384615e-05,0.7159615384615384,2.36801931529644,48.84983134174911,12.0,Sud,42,Grand,48.84983134174911,2.36801931529644
AVENUE DE LA,1.0,2650.0,CA,1,Promenades ouvertes,1995.0,Jardin,2001,2000.0,197.68572989,0,0.0003773584905660377,0.7547169811320755,2.337875054912996,48.82635838374493,14.0,Ouest,24,Moyen,48.82635838374493,2.337875054912996
RUE DU,1.0,9359.0,CA,0,Promenades ouvertes,9185.0,Square,1969,4642.0,664.61302295,1,0.00010684902233144567,0.4959931616625708,2.3899502138870123,48.89985378451606,19.0,Nord,56,Moyen,48.89985378451606,2.3899502138870123
RUE DU,1.0,2740.0,CA,1,Promenades ouvertes,2717.0,Square,1978,1240.0,221.80636791,1,0.000364963503649635,0.45255474452554745,2.386613718974551,48.871300712642196,20.0,Nord,47,Moyen,48.871300712642196,2.386613718974551
RUE,2.0,70.0,CA,0,Décorations sur la voie publique,107.0,Jardiniere,2008,70.0,272.14613576,2,0.02857142857142857,1.0,2.382518566822361,48.82817554286532,13.0,Sud,17,Petit,48.82817554286532,2.382518566822361
BOULEVARD,3.0,215.0,CA,0,Décorations sur la voie publique,135.0,Jardiniere,2019,215.0,94.47659958,2,0.013953488372093023,1.0,2.3607370067681686,48.832786025941644,13.0,Sud,6,Petit,48.832786025941644,2.3607370067681686
RUE DE LA,1.0,2000.0,CA,1,Promenades ouvertes,2053.0,Square,1993,2047.0,179.83136549,0,0.0005,1.0,2.3812810411113254,48.852114630640116,11.0,Est,32,Moyen,48.852114630640116,2.3812810411113254
RUE,1.0,10.0,CA,0,Décorations sur la voie publique,7.0,Jardiniere,2019,10.0,14.78513087,2,0.1,1.0,2.3498668805688823,48.83979228955423,5.0,Est,6,Petit,48.83979228955423,2.3498668805688823
SQUARE,5.0,23.0,CA,0,Décorations sur la voie publique,28.0,Decoration,2019,23.0,46.73278341,2,0.21739130434782608,1.0,2.335738993379812,48.88998698207892,18.0,Nord,6,Petit,48.88998698207892,2.335738993379812
ROUTE DU,1.0,3859.0,CP,1,Promenades ouvertes,3858.0,Square,1978,2106.590834959922,287.54767939,0,0.0002591344908007256,0.5458903433428147,2.4221961378042187,48.83907501278445,12.0,Sud,47,Moyen,48.83907501278445,2.4221961378042187
RUE DU,1.0,1170.0,CA,1,Promenades ouvertes,1171.0,Jardin,2014,596.0,164.75501714,0,0.0008547008547008547,0.5094017094017094,2.365564686324922,48.82451627840913,13.0,Sud,11,Moyen,48.82451627840913,2.365564686324922
AVENUE DE LA,1.0,300.0,CA,0,Décorations sur la voie publique,330.0,Jardiniere,2015,300.0,75.85747101,2,0.0033333333333333335,1.0,2.397818305944706,48.83142647279505,12.0,Sud,10,Petit,48.83142647279505,2.397818305944706
AVENUE,1.0,27187.0,CP,1,Jardins privatifs,24975.0,Jardin,2015,15300.0,1513.43573717,0,3.6782285651230366e-05,0.5627689704638246,2.3115200518803163,48.823931522058274,14.0,Ouest,10,Grand,48.823931522058274,2.3115200518803163
PLACE,1.0,25539.0,CP,1,Promenades ouvertes,23855.0,Square,1927,12500.0,1002.63086191,0,3.915580093190806e-05,0.48944751164885075,2.343638652502033,48.885395633655946,18.0,Nord,98,Grand,48.885395633655946,2.343638652502033
RUE DES,1.0,20.0,CA,0,Décorations sur la voie publique,15.0,Jardiniere,2016,20.0,17.47533131,2,0.05,1.0,2.3987439402130764,48.87827139497958,19.0,Nord,9,Petit,48.87827139497958,2.3987439402130764
PLACE,8.0,45.0,CA,0,Décorations sur la voie publique,43.0,Jardiniere,2012,45.0,77.37573833,2,0.17777777777777778,1.0,2.4082194449107153,48.864970349080686,20.0,Nord,13,Petit,48.864970349080686,2.4082194449107153
AVENUE,1.0,1890.0,CA,0,Périphérique,1770.0,Talus,2015,1890.0,298.13964193,2,0.0005291005291005291,1.0,2.4119976719014,48.86620891883348,20.0,Nord,10,Moyen,48.86620891883348,2.4119976719014
,1.0,1500.0,0,0,Périphérique,2242.0,Talus,2015,1473.1645702866226,526.27148036,2,0.0006666666666666666,0.9821097135244151,2.413687322012324,48.84483874180107,12.0,Sud,10,Moyen,48.84483874180107,2.413687322012324
,1.0,1500.0,0,0,Périphérique,3337.0,Talus,2015,1473.1645702866226,420.05383905,2,0.0006666666666666666,0.9821097135244151,2.360572525928528,48.90054872146531,18.0,Nord,10,Moyen,48.90054872146531,2.360572525928528
,1.0,1500.0,0,0,Périphérique,633.0,Talus,2015,1473.1645702866226,363.94160045,2,0.0006666666666666666,0.9821097135244151,2.2913803698862405,48.887559667563586,17.0,Nord,10,Moyen,48.887559667563586,2.2913803698862405
,1.0,1500.0,0,0,Périphérique,609.0,Talus,2015,1473.1645702866226,246.20616203,2,0.0006666666666666666,0.9821097135244151,2.2614857872430676,48.85801094843887,16.0,Ouest,10,Moyen,48.85801094843887,2.2614857872430676
AVENUE DE LA,1.0,1300.0,CP,0,Périphérique,1313.0,Talus,2015,1300.0,176.24268691,2,0.0007692307692307692,1.0,2.3870121558846358,48.899924170450866,19.0,Nord,10,Moyen,48.899924170450866,2.3870121558846358
RUE,3.0,140.0,CA,0,Décorations sur la voie publique,55.0,Jardiniere,2019,140.0,181.36106644,2,0.02142857142857143,1.0,2.304611175065561,48.83427069760121,15.0,Ouest,6,Petit,48.83427069760121,2.304611175065561
